label,scraped_label,fixed_url,scraped_url,sign_variant,signer_number,video_url_ext,video_url_root,number_in_label,letter
CATAPORA,CATAPORA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CATAPORA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CATAPORA2.mp4,2,1,mp4,videos,True,C
CATÓLICO,CATÓLICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAT%C3%93LICO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAT%C3%93LICO.mp4,1,1,mp4,videos,False,C
CAVALGAR,CAVALGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVALGAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVALGAR.mp4,1,1,mp4,videos,False,C
CAVALO,CAVALO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVALO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVALO.mp4,1,1,mp4,videos,False,C
CAVALO-MARINHO,CAVALO-MARINHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVALO-MARINHO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVALO-MARINHO.mp4,1,1,mp4,videos,False,C
CAVANHAQUE,CAVANHAQUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVANHAQUE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAVANHAQUE.mp4,1,1,mp4,videos,False,C
CAXIAS-DO-SUL,CAXIAS-DO-SUL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAXIAS-DO-SUL-RS.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAXIAS-DO-SUL-RS.mp4,1,1,mp4,videos,False,C
CAXUMBA,CAXUMBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAXUMBA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAXUMBA.mp4,1,1,mp4,videos,False,C
CAZAQUISTÃO,CAZAQUISTÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAZAQUIST%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CAZAQUIST%C3%83O.mp4,1,1,mp4,videos,False,C
CEARÁ,CEARÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEAR%C3%81.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEAR%C3%81.mp4,1,1,mp4,videos,False,C
CEBOLA,CEBOLA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEBOLA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEBOLA.mp4,1,1,mp4,videos,False,C
CEBOLA,CEBOLA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEBOLA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEBOLA2.mp4,2,1,mp4,videos,True,C
CEBOLINHA,CEBOLINHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEBOLINHA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEBOLINHA.mp4,1,1,mp4,videos,False,C
CEFET-MG,CEFET-MG,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEFET-MG.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEFET-MG.mp4,1,1,mp4,videos,False,C
CEFET-SC,CEFET-SC,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEFET-SC.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEFET-SC.mp4,1,1,mp4,videos,False,C
CEGO,CEGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEGO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEGO.mp4,1,1,mp4,videos,False,C
CEGO,CEGO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEGO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEGO2.mp4,2,1,mp4,videos,True,C
CEMITÉRIO,CEMITÉRIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEMIT%C3%89RIO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEMIT%C3%89RIO.mp4,1,1,mp4,videos,False,C
CENA,CENA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENA-PI.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENA-PI.mp4,1,1,mp4,videos,False,C
CENOURA,CENOURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENOURA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENOURA.mp4,1,1,mp4,videos,False,C
CENOURA,CENOURA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENOURA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENOURA2.mp4,2,1,mp4,videos,True,C
CENTRO,CENTRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENTRO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENTRO.mp4,1,1,mp4,videos,False,C
CENTRO,CENTRO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENTRO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENTRO2.mp4,2,1,mp4,videos,True,C
CENTRO,CENTRO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENTRO3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CENTRO3.mp4,3,1,mp4,videos,True,C
CÉREBRO,CÉREBRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%89REBRO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%89REBRO.mp4,1,1,mp4,videos,False,C
CEREJA,CEREJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEREJA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CEREJA.mp4,1,1,mp4,videos,False,C
CERTIDÃO,CERTIDÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERTID%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERTID%C3%83O.mp4,1,1,mp4,videos,False,C
CERTIFICADO,CERTIFICADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERTIFICADO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERTIFICADO.mp4,1,1,mp4,videos,False,C
CERTO,CERTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERTO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERTO.mp4,1,1,mp4,videos,False,C
CERVEJA,CERVEJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERVEJA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERVEJA.mp4,1,1,mp4,videos,False,C
CERVEJA,CERVEJA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERVEJA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CERVEJA2.mp4,2,1,mp4,videos,True,C
CESÁREA,CESÁREA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CESARIANA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CESARIANA.mp4,1,1,mp4,videos,False,C
CÉU,CÉU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%89U.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%89U.mp4,1,1,mp4,videos,False,C
CHÁ,CHÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CH%C3%81.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CH%C3%81.mp4,1,1,mp4,videos,False,C
CHÁCARA,CHÁCARA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CH%C3%81CARA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CH%C3%81CARA.mp4,1,1,mp4,videos,False,C
CHAMAR,CHAMAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMAR.mp4,1,1,mp4,videos,False,C
CHAMAR,CHAMAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMAR2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMAR2.mp4,2,1,mp4,videos,True,C
CHAMPANHE,CHAMPANHE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMPANHE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMPANHE.mp4,1,1,mp4,videos,False,C
CHAPECÓ,CHAPECÓ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAPEC%C3%93-SC.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAPEC%C3%93-SC.mp4,1,1,mp4,videos,False,C
CHAPÉU,CHAPÉU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAP%C3%89U.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAP%C3%89U.mp4,1,1,mp4,videos,False,C
CHAPEUZINHO-VERMELHO,CHAPEUZINHO-VERMELHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAPEUZINHO-VERMELHO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAPEUZINHO-VERMELHO.mp4,1,1,mp4,videos,False,C
CHARLES-L´EPÉE,CHARLES-L´EPÉE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHARLES-L%C2%B4EP%C3%89E.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHARLES-L%C2%B4EP%C3%89E.mp4,1,1,mp4,videos,False,C
CHATO,CHATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHATO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHATO2.mp4,1,1,mp4,videos,False,C
CHATO,CHATO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHATO3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHATO3.mp4,2,1,mp4,videos,True,C
CHAVE,CHAVE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAVE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAVE.mp4,1,1,mp4,videos,False,C
CHEFE,CHEFE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEFE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEFE.mp4,1,1,mp4,videos,False,C
CHEFE,CHEFE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEFE2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEFE2.mp4,2,1,mp4,videos,True,C
CHEGAR,CHEGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEGAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEGAR.mp4,1,1,mp4,videos,False,C
CHEGAR,CHEGAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEGAR2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEGAR2.mp4,2,1,mp4,videos,True,C
CHEIO,CHEIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIO.mp4,1,1,mp4,videos,False,C
CHEIO,CHEIO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIO2.mp4,2,1,mp4,videos,True,C
CHEIO,CHEIO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIO3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIO3.mp4,3,1,mp4,videos,True,C
CHEIRAR,CHEIRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIRAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEIRAR.mp4,1,1,mp4,videos,False,C
CHEQUE,CHEQUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEQUE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHEQUE.mp4,1,1,mp4,videos,False,C
CHICAGO,CHICAGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHICAGO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHICAGO.mp4,1,1,mp4,videos,False,C
CHICLETE,CHICLETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHICLETE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHICLETE.mp4,1,1,mp4,videos,False,C
CHILE,CHILE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHILE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHILE.mp4,1,1,mp4,videos,False,C
CHILE,CHILE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHILE2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHILE2.mp4,2,1,mp4,videos,True,C
CHIMARRÃO,CHIMARRÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIMARR%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIMARR%C3%83O.mp4,1,1,mp4,videos,False,C
CHINA,CHINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINA.mp4,1,1,mp4,videos,False,C
CHINA,CHINA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINA2.mp4,2,1,mp4,videos,True,C
CHINA,CHINA-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINA3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINA3.mp4,3,1,mp4,videos,True,C
CHINELO,CHINELO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINELO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINELO.mp4,1,1,mp4,videos,False,C
CHINELO,CHINELO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINELO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHINELO2.mp4,2,1,mp4,videos,True,C
CHIPRE,CHIPRE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIPRE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIPRE.mp4,1,1,mp4,videos,False,C
CHIQUE,CHIQUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIQUE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIQUE.mp4,1,1,mp4,videos,False,C
CHOCOLATE,CHOCOLATE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOCOLATE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOCOLATE.mp4,1,1,mp4,videos,False,C
CHOCOLATE,CHOCOLATE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOCOLATE2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOCOLATE2.mp4,2,1,mp4,videos,True,C
CHOPP,CHOPP,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOPP.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOPP.mp4,1,1,mp4,videos,False,C
CHOQUE,CHOQUE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOQUE2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOQUE2.mp4,2,1,mp4,videos,True,C
CHOQUE,CHOQUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOQUE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOQUE.mp4,1,1,mp4,videos,False,C
CHORAR,CHORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHORAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHORAR.mp4,1,1,mp4,videos,False,C
CHORAR,CHORAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHORAR2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHORAR2.mp4,2,1,mp4,videos,True,C
CHOVER,CHOVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOVER.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHOVER.mp4,1,1,mp4,videos,False,C
CHUCHU,CHUCHU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHUCHU.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHUCHU.mp4,1,1,mp4,videos,False,C
CHURRASCARIA,CHURRASCARIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCARIA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCARIA.mp4,1,1,mp4,videos,False,C
CHURRASCO,CHURRASCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCO.mp4,1,1,mp4,videos,False,C
CHURRASCO,CHURRASCO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCO2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCO2.mp4,2,1,mp4,videos,True,C
CHURRASCO,CHURRASCO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCO3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHURRASCO3.mp4,3,1,mp4,videos,True,C
CHUTAR,CHUTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHUTAR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHUTAR.mp4,1,1,mp4,videos,False,C
CICLISMO-BMX,CICLISMO-BMX,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CICLISMO-BMX.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CICLISMO-BMX.mp4,1,1,mp4,videos,False,C
CICLISMO-MOUNTAIN,CICLISMO-MOUNTAIN,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CICLISMO-MOUNTAIN.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CICLISMO-MOUNTAIN.mp4,1,1,mp4,videos,False,C
CIDADE,CIDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIDADE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIDADE.mp4,1,1,mp4,videos,False,C
CIDADE,CIDADE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIDADE2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIDADE2.mp4,2,1,mp4,videos,True,C
CIÊNCIA,CIÊNCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CI%C3%8ANCIA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CI%C3%8ANCIA.mp4,1,1,mp4,videos,False,C
CIGARRA,CIGARRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIGARRA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIGARRA.mp4,1,1,mp4,videos,False,C
CIGARRO,CIGARRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIGARRO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIGARRO.mp4,1,1,mp4,videos,False,C
CÍLIO,CÍLIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%8DLIO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%8DLIO.mp4,1,1,mp4,videos,False,C
CINTO,CINTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CINTO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CINTO.mp4,1,1,mp4,videos,False,C
CINZA,CINZA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CINZA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CINZA.mp4,1,1,mp4,videos,False,C
CIRCO,CIRCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIRCO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CIRCO.mp4,1,1,mp4,videos,False,C
CÍRCULO,CÍRCULO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%8DRCULO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%8DRCULO.mp4,1,1,mp4,videos,False,C
CITAÇÃO,CITAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CITA%C3%87%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CITA%C3%87%C3%83O.mp4,1,1,mp4,videos,False,C
CIÚME,CIÚME,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CI%C3%9AME.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CI%C3%9AME.mp4,1,1,mp4,videos,False,C
CLARO,CLARO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLARO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLARO.mp4,1,1,mp4,videos,False,C
CLARO-EMPRESA,CLARO-EMPRESA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLARO-EMPRESA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLARO-EMPRESA.mp4,1,1,mp4,videos,False,C
CLASSIFICADOR,CLASSIFICADOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLASSIFICADOR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLASSIFICADOR.mp4,1,1,mp4,videos,False,C
CLIPE,CLIPE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLIPE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLIPE.mp4,1,1,mp4,videos,False,C
CLIQUE,CLIQUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLIQUE.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CLIQUE.mp4,1,1,mp4,videos,False,C
COBRA,COBRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA.mp4,1,1,mp4,videos,False,C
COBRA,COBRA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA2.mp4,2,1,mp4,videos,True,C
COBRA,COBRA-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA3.mp4,3,1,mp4,videos,True,C
COBRA,COBRA-4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA4.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COBRA4.mp4,4,1,mp4,videos,True,C
COCA-COLA,COCA-COLA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCA-COLA.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCA-COLA.mp4,1,1,mp4,videos,False,C
COCA-COLA,COCA-COLA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCA-COLA2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCA-COLA2.mp4,2,1,mp4,videos,True,C
COCA-COLA,COCA-COLA-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCA-COLA3.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCA-COLA3.mp4,3,1,mp4,videos,True,C
COÇAR,COÇAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CO%C3%87AR.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CO%C3%87AR.mp4,1,1,mp4,videos,False,C
COCO,COCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COCO.mp4,1,1,mp4,videos,False,C
COELHO,COELHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COELHO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COELHO.mp4,1,1,mp4,videos,False,C
COESÃO,COESÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COES%C3%83O.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COES%C3%83O.mp4,1,1,mp4,videos,False,C
COESÃO,COESÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COES%C3%83O2.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COES%C3%83O2.mp4,2,1,mp4,videos,True,C
COFRINHO,COFRINHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COFRINHO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COFRINHO.mp4,1,1,mp4,videos,False,C
COGNITIVO,COGNITIVO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COGNITIVO.mp4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COGNITIVO.mp4,1,1,mp4,videos,False,C
