label,video_url,signer_number,data_source,scraped_label,scraped_video_url,sign_variant,signer_number,video_url_root,video_url_ext,number_in_label
CORAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORA%C3%87%C3%83O.mp4,1,sb,CORAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORA%C3%87%C3%83O.mp4,1,1,videos,mp4,False
CORAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORA%C3%87%C3%83O2.mp4,1,sb,CORAÇÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORA%C3%87%C3%83O2.mp4,2,1,videos,mp4,True
CORAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORAGEM.mp4,1,sb,CORAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORAGEM.mp4,1,1,videos,mp4,False
COREIA-DO-NORTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COREIA-DO-NORTE.mp4,1,sb,COREIA-DO-NORTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COREIA-DO-NORTE.mp4,1,1,videos,mp4,False
COREIA-DO-SUL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COREIA-DO-SUL.mp4,1,sb,COREIA-DO-SUL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COREIA-DO-SUL.mp4,1,1,videos,mp4,False
CORINTHIANS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORINTHIANS.mp4,1,sb,CORINTHIANS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORINTHIANS.mp4,1,1,videos,mp4,False
CORPUS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORPUS.mp4,1,sb,CORPUS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORPUS.mp4,1,1,videos,mp4,False
CÓRREGO-GRANDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%93RREGO-GRANDE.mp4,1,sb,CÓRREGO-GRANDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/C%C3%93RREGO-GRANDE.mp4,1,1,videos,mp4,False
CORREIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORREIO.mp4,1,sb,CORREIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORREIO.mp4,1,1,videos,mp4,False
CORRER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRER.mp4,1,sb,CORRER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRER.mp4,1,1,videos,mp4,False
CORRIGIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRIGIR.mp4,1,sb,CORRIGIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRIGIR.mp4,1,1,videos,mp4,False
CORRUPÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRUP%C3%87%C3%83O.mp4,1,sb,CORRUPÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRUP%C3%87%C3%83O.mp4,1,1,videos,mp4,False
CORRUPÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRUP%C3%87%C3%83O2.mp4,1,sb,CORRUPÇÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORRUP%C3%87%C3%83O2.mp4,2,1,videos,mp4,True
CORSA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORSA.mp4,1,sb,CORSA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORSA.mp4,1,1,videos,mp4,False
CORTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORTAR.mp4,1,sb,CORTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORTAR.mp4,1,1,videos,mp4,False
CORUJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORUJA.mp4,1,sb,CORUJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORUJA.mp4,1,1,videos,mp4,False
COSTA-DO-MARFIM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTA-DO-MARFIM.mp4,1,sb,COSTA-DO-MARFIM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTA-DO-MARFIM.mp4,1,1,videos,mp4,False
COSTA-RICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTA-RICA.mp4,1,sb,COSTA-RICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTA-RICA.mp4,1,1,videos,mp4,False
COSTURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTURAR.mp4,1,sb,COSTURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTURAR.mp4,1,1,videos,mp4,False
COSTURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTURAR2.mp4,1,sb,COSTURAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COSTURAR2.mp4,2,1,videos,mp4,True
COVARDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COVARDE.mp4,1,sb,COVARDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COVARDE.mp4,1,1,videos,mp4,False
COXINHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COXINHA.mp4,1,sb,COXINHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COXINHA.mp4,1,1,videos,mp4,False
COXINHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COXINHA2.mp4,1,sb,COXINHA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COXINHA2.mp4,2,1,videos,mp4,True
COZINHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COZINHAR.mp4,1,sb,COZINHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COZINHAR.mp4,1,1,videos,mp4,False
CRACHÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRACH%C3%81.mp4,1,sb,CRACHÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRACH%C3%81.mp4,1,1,videos,mp4,False
CRESCER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRESCER.mp4,1,sb,CRESCER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRESCER.mp4,1,1,videos,mp4,False
CRESCER-JUNTOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRESCER-JUNTOS.mp4,1,sb,CRESCER-JUNTOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRESCER-JUNTOS.mp4,1,1,videos,mp4,False
CRIANÇA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAN%C3%87A.mp4,1,sb,CRIANÇA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAN%C3%87A.mp4,1,1,videos,mp4,False
CRIANÇA-AGITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAN%C3%87A-AGITAR.mp4,1,sb,CRIANÇA-AGITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAN%C3%87A-AGITAR.mp4,1,1,videos,mp4,False
CRIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAR.mp4,1,sb,CRIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRIAR.mp4,1,1,videos,mp4,False
CRICIÚMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRICI%C3%9AMA-SC.mp4,1,sb,CRICIÚMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRICI%C3%9AMA-SC.mp4,1,1,videos,mp4,False
CRISE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRISE.mp4,1,sb,CRISE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRISE.mp4,1,1,videos,mp4,False
CRISMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRISMA.mp4,1,sb,CRISMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRISMA.mp4,1,1,videos,mp4,False
CROÁCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRO%C3%81CIA.mp4,1,sb,CROÁCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRO%C3%81CIA.mp4,1,1,videos,mp4,False
CRUZEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRUZEIRO.mp4,1,sb,CRUZEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRUZEIRO.mp4,1,1,videos,mp4,False
CUBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUBA.mp4,1,sb,CUBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUBA.mp4,1,1,videos,mp4,False
CUECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUECA.mp4,1,sb,CUECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUECA.mp4,1,1,videos,mp4,False
CUIDADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIDADO.mp4,1,sb,CUIDADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIDADO.mp4,1,1,videos,mp4,False
CUIDAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIDAR.mp4,1,sb,CUIDAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIDAR.mp4,1,1,videos,mp4,False
CULPAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR.mp4,1,sb,CULPAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR.mp4,1,1,videos,mp4,False
CULPAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR2.mp4,1,sb,CULPAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR2.mp4,2,1,videos,mp4,True
CULPAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR3.mp4,1,sb,CULPAR-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULPAR3.mp4,3,1,videos,mp4,True
CULTURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA.mp4,1,sb,CULTURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA.mp4,1,1,videos,mp4,False
CULTURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA2.mp4,1,sb,CULTURA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA2.mp4,2,1,videos,mp4,True
CULTURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA3.mp4,1,sb,CULTURA-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CULTURA3.mp4,3,1,videos,mp4,True
CUMPRIMENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUMPRIMENTAR.mp4,1,sb,CUMPRIMENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUMPRIMENTAR.mp4,1,1,videos,mp4,False
CUNHADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUNHADO.mp4,1,sb,CUNHADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUNHADO.mp4,1,1,videos,mp4,False
CUPUAÇU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUPUA%C3%87U-RO.mp4,1,sb,CUPUAÇU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUPUA%C3%87U-RO.mp4,1,1,videos,mp4,False
CURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURAR.mp4,1,sb,CURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURAR.mp4,1,1,videos,mp4,False
CURIOSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURIOSO.mp4,1,sb,CURIOSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURIOSO.mp4,1,1,videos,mp4,False
CURIOSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURIOSO2.mp4,1,sb,CURIOSO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURIOSO2.mp4,2,1,videos,mp4,True
CURITIBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURITIBA-PR.mp4,1,sb,CURITIBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURITIBA-PR.mp4,1,1,videos,mp4,False
CURRÍCULO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURR%C3%8DCULO.mp4,1,sb,CURRÍCULO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURR%C3%8DCULO.mp4,1,1,videos,mp4,False
CURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURSO.mp4,1,sb,CURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURSO.mp4,1,1,videos,mp4,False
CURTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURTO.mp4,1,sb,CURTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CURTO.mp4,1,1,videos,mp4,False
CUSPIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUSPIR.mp4,1,sb,CUSPIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUSPIR.mp4,1,1,videos,mp4,False
CUTUCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUTUCAR.mp4,1,sb,CUTUCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUTUCAR.mp4,1,1,videos,mp4,False
CANTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CANTAR2.mp4,1,sb,CANTAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CANTAR2.mp4,2,1,videos,mp4,True
CARETA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CARETA.mp4,1,sb,CARETA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CARETA.mp4,1,1,videos,mp4,False
CHIFRE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIFRE.mp4,1,sb,CHIFRE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHIFRE.mp4,1,1,videos,mp4,False
CHORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHORAR3.mp4,1,sb,CHORAR-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHORAR3.mp4,3,1,videos,mp4,True
CINCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CINCO2.mp4,1,sb,CINCO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CINCO2.mp4,2,1,videos,mp4,True
COMER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COMER2.mp4,1,sb,COMER-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COMER2.mp4,2,1,videos,mp4,True
COMER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COMER3.mp4,1,sb,COMER-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COMER3.mp4,3,1,videos,mp4,True
CRUZ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRUZ.mp4,1,sb,CRUZ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CRUZ.mp4,1,1,videos,mp4,False
CONSTRUIR-TIJOLO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ENTIJOLAR.mp4,1,sb,CONSTRUIR-TIJOLO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ENTIJOLAR.mp4,1,1,videos,mp4,False
CHAMAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMAR3.mp4,1,sb,CHAMAR-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CHAMAR3.mp4,3,1,videos,mp4,True
COORDENAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COORDENA%C3%87%C3%83O.mp4,1,sb,COORDENAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/COORDENA%C3%87%C3%83O.mp4,1,1,videos,mp4,False
CORPO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORPO.mp4,1,sb,CORPO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CORPO.mp4,1,1,videos,mp4,False
CUIABÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIAB%C3%81-MT.mp4,1,sb,CUIABÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/CUIAB%C3%81-MT.mp4,1,1,videos,mp4,False
CINCO,https://objetos.sites.ufsc.br/libras/gerais/RTTcr3vDfYfxJ7TvlOP4EXQdA8ep1TdCwESpr3Ql.mp4,1,sb,CINCO,https://objetos.sites.ufsc.br/libras/gerais/RTTcr3vDfYfxJ7TvlOP4EXQdA8ep1TdCwESpr3Ql.mp4,1,1,objetos,mp4,False
COELHO,https://objetos.sites.ufsc.br/libras/gerais/fItFmqFpyA6xFL3juzeUZOSEcMdb57td0E96IqjQ.mp4,1,sb,COELHO-2,https://objetos.sites.ufsc.br/libras/gerais/fItFmqFpyA6xFL3juzeUZOSEcMdb57td0E96IqjQ.mp4,2,1,objetos,mp4,True
COLHER,https://objetos.sites.ufsc.br/libras/gerais/EBbWGdum0I2pnKJiPY2mMg2UCOwr3pZt53Hj8JNs.mp4,1,sb,COLHER,https://objetos.sites.ufsc.br/libras/gerais/EBbWGdum0I2pnKJiPY2mMg2UCOwr3pZt53Hj8JNs.mp4,1,1,objetos,mp4,False
CONCORDAR-NÃO,https://objetos.sites.ufsc.br/libras/gerais/qZ3icdGC1DR8oilW1G9QR7KI8tXTscwroiZeFKv6.mov,1,sb,CONCORDAR-NÃO,https://objetos.sites.ufsc.br/libras/gerais/qZ3icdGC1DR8oilW1G9QR7KI8tXTscwroiZeFKv6.mov,1,1,objetos,mov,False
DOURADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BRANCO2.mp4,1,sb,DOURADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BRANCO2.mp4,1,1,videos,mp4,False
DÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/D%C3%81.mp4,1,sb,DÁ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/D%C3%81.mp4,1,1,videos,mp4,False
DADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DADO.mp4,1,sb,DADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DADO.mp4,1,1,videos,mp4,False
DADOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DADOS.mp4,1,sb,DADOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DADOS.mp4,1,1,videos,mp4,False
DAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAMAS.mp4,1,sb,DAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAMAS.mp4,1,1,videos,mp4,False
DANÇAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAN%C3%87AR.mp4,1,sb,DANÇAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAN%C3%87AR.mp4,1,1,videos,mp4,False
DAQUI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAQUI.mp4,1,sb,DAQUI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAQUI.mp4,1,1,videos,mp4,False
DAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAR.mp4,1,sb,DAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DAR.mp4,1,1,videos,mp4,False
DE-NOVO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DE-NOVO.mp4,1,sb,DE-NOVO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DE-NOVO.mp4,1,1,videos,mp4,False
DECEPCIONAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECEPCIONAR.mp4,1,sb,DECEPCIONAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECEPCIONAR.mp4,1,1,videos,mp4,False
DECORAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORA%C3%87%C3%83O.mp4,1,sb,DECORAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORA%C3%87%C3%83O.mp4,1,1,videos,mp4,False
DECORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR.mp4,1,sb,DECORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR.mp4,1,1,videos,mp4,False
DECORAR-MEMÓRIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR-MEM%C3%93RIA.mp4,1,sb,DECORAR-MEMÓRIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR-MEM%C3%93RIA.mp4,1,1,videos,mp4,False
DECORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR2.mp4,1,sb,DECORAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECORAR2.mp4,2,1,videos,mp4,True
DECRETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECRETO.mp4,1,sb,DECRETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DECRETO.mp4,1,1,videos,mp4,False
DEFEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFEITO.mp4,1,sb,DEFEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFEITO.mp4,1,1,videos,mp4,False
DEFENDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFENDER.mp4,1,sb,DEFENDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFENDER.mp4,1,1,videos,mp4,False
DEFICIENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFICIENTE.mp4,1,sb,DEFICIENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFICIENTE.mp4,1,1,videos,mp4,False
DEFICIENTE-FÍSICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFICIENTE-F%C3%8DSICO.mp4,1,sb,DEFICIENTE-FÍSICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEFICIENTE-F%C3%8DSICO.mp4,1,1,videos,mp4,False
DELÍCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEL%C3%8DCIA.mp4,1,sb,DELÍCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEL%C3%8DCIA.mp4,1,1,videos,mp4,False
DEMITIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMITIR.mp4,1,sb,DEMITIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMITIR.mp4,1,1,videos,mp4,False
DEMOCRACIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMOCRATA.mp4,1,sb,DEMOCRACIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMOCRATA.mp4,1,1,videos,mp4,False
DEMOLIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMOLIR.mp4,1,sb,DEMOLIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMOLIR.mp4,1,1,videos,mp4,False
DEMÔNIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEM%C3%94NIO.mp4,1,sb,DEMÔNIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEM%C3%94NIO.mp4,1,1,videos,mp4,False
DEMORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMORAR.mp4,1,sb,DEMORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEMORAR.mp4,1,1,videos,mp4,False
DENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENTE.mp4,1,sb,DENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENTE.mp4,1,1,videos,mp4,False
DENTRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENTRO.mp4,1,sb,DENTRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENTRO.mp4,1,1,videos,mp4,False
DENUNCIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENUNCIAR.mp4,1,sb,DENUNCIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DENUNCIAR.mp4,1,1,videos,mp4,False
DEPARTAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPARTAMENTO.mp4,1,sb,DEPARTAMENTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPARTAMENTO.mp4,1,1,videos,mp4,False
DEPENDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDE.mp4,1,sb,DEPENDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDE.mp4,1,1,videos,mp4,False
DEPENDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDE2.mp4,1,sb,DEPENDE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDE2.mp4,2,1,videos,mp4,True
DEPENDENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDENTE.mp4,1,sb,DEPENDENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPENDENTE.mp4,1,1,videos,mp4,False
DEPOIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPOIS.mp4,1,sb,DEPOIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPOIS.mp4,1,1,videos,mp4,False
DEPOSITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPOSITAR.mp4,1,sb,DEPOSITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/DEPOSITAR.mp4,1,1,videos,mp4,False
