label,video_url,signer_number,data_source,scraped_label,number_in_label,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem,scraped_video_url,sign_variant,signer_number.1,video_url_root,video_url_ext,sign_url,signer_order,Unnamed: 0,category,example_pt,example_libras,hand_gesture,url_available,decoded_word,word_in_url
DONO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/donoSm_Prog001.mp4,0.0,ne,DONO,False,True,D,NENHUM,Proprietário; o que tem a posse; senhor.,Ele é dono de um hotel de quatro estrelas.,EL@ DON@ HOTEL 4 ESTRELA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dorSm_Prog001.mp4,0.0,ne,DOR,False,True,D,SENTIMENTOS,"Sofrimento moral; sensação desagradável, produzida por estímulos dolorosos nas terminações nervosas do corpo;","Meu amigo está, agora, com dor de dente.",AMIG@ ME@ DOR DENTE AGORA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DOR DE CABEÇA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dor-de-cabecaSm_Prog001.mp4,0.0,ne,DOR DE CABEÇA,False,False,D,NENHUM,"Desconforto ou sofrimento que se apresenta na testa ou em outras áreas da cabeça, produzida por estímulos dolorosos em suas terminações nervosas.",Hoje estou com dor de cabeça.,HOJE EU DOR-CABEÇA.,LOC. SUBST.,Nacional,,,,,,,,,,,,,,,
DORMIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dormir2Sm_Prog001.mp4,0.0,ne,DORMIR,False,False,D,NENHUM,"Adormecer, pernoitar na própria casa ou não.",Amanhã vou dormir na casa do meu primo.,AMANHÃ EU DORMIR CASA PRIM@.,VERBO,Nacional,,,,,,,,,,,,,,,
DOURADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/douradoSm_Prog001.mp4,0.0,ne,DOURADO,False,True,D,COR/FORMA,Da cor de ouro; brilhante como o ouro; enfeitado ou coberto de ouro.,Ela perdeu o colar dourado.,EL@ PERDER COLAR D-O-U-R-A-D-@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
DOUTOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/doutorSm_Prog001.mp4,0.0,ne,DOUTOR,False,True,D,NENHUM,Bacharel; advogado; médico; quem recebeu supremo grau em uma faculdade universitária; aquele que obteve o doutorado.,Aquele homem é um bom doutor.,HOMEM AQUEL@ É D-R B-O-M.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DOZE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dozeSm_Prog001.mp4,0.0,ne,DOZE,False,True,D,NUMERAL/DINHEIRO,Cardinal dos conjuntos equivalentes a um conjunto de uma dezena de membros mais dois membros; uma dúzia.,Doze de junho é o dia dos nomorados.,JUNHO D-I-A 12 NAMORAD@.,NUM.,Nacional,,,,,,,,,,,,,,,
DRAGÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dragaoSm_Prog001.mp4,0.0,ne,DRAGÃO,False,True,D,ANIMAL/INSETO/PEIXE/AVE,"Animal lendário, temível, geralmente representado pelo corpo coberto de escamas, com língua que cospe fogo e cauda de serpente.","Na cultura chinesa, acreditam que o dragão dá força.",CHINA CULTURA ASSIM ACREDITAR DRAGÃO 3sDAR1s FORÇA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DRAMATIZAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dramatizacaoSm_Prog001.mp4,0.0,ne,DRAMATIZAÇÃO,False,True,D,ESPORTE/DIVERSÃO,Representação teatral; ato ou efeito de dramatizar.,As crianças apresentaram uma dramatização perfeita. Foi emocionante.,CRIANÇA+ APRESENTAR DRAMATIZAÇÃO PERFEIT@ EMOCIONANTE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DRIBLAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/driblarSm_Prog001.mp4,0.0,ne,DRIBLAR,False,True,D,NENHUM,"Enganar o adversário com movimentos de corpo, com ou sem a posse da bola, em determinadas modalidades esportivas.",Ronaldinho sabe driblar ferfeito!,RONALDINHO SABER DRIBLAR PERFEITO!,VERBO,Nacional,,,,,,,,,,,,,,,
DRIBLE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dribleSm_Prog001.mp4,0.0,ne,DRIBLE,False,True,D,NENHUM,"Movimento do corpo com que o jogador engana o adversário, para manter a posse da bola ou chutá-la em direção ao gol.",Aquele jogador de futebol é famoso pelos dribles.,HOMEM AQUEL@ FAMOS@ FUTEBOL DRIBLE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DROGA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/droga1Sm_Prog001.mp4,0.0,ne,DROGA1,True,True,D,NENHUM,Expressão usada para demonstrar desagrado; forma de desabafo.,"Perdi a prova, droga!",EU PERDER PROVA DROGA!,INTERJ.,Nacional,,,,,,,,,,,,,,,
DROGA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/droga2Sm_Prog001.mp4,0.0,ne,DROGA2,True,True,D,HIGIENE/SAÚDE,"Qualquer substância alucinógena ou tóxica, que leve à dependência química.",Este menino está escondendo drogas.,MENIN@ EST@ TER DROGA ESCONDIDO@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DUCHA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duchaSm_Prog001.mp4,0.0,ne,DUCHA,False,True,D,HIGIENE/SAÚDE,"Forte jorro de água dirigido para o corpo, como terapia ou higiene.","Me espere que vou, rápido, tomar uma ducha.",ESPERAR RÁPIDO EU DUCHA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DUELO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dueloSm_Prog001.mp4,0.0,ne,DUELO,False,True,D,NENHUM,Luta com armas iguais; combate entre duas pessoas.,Eles vão fazer um duelo por causa daquela mulher.,EL@-2 DUELO ESPADA POR-CAUSA MULHER AQUEL@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DUENDE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duendeSm_Prog001.mp4,0.0,ne,DUENDE,False,True,D,NENHUM,Figura lendária que faz travessuras noturnas para assustar os moradores da casa. Tem pequena estatura e orelhas pontudas.,Já vi um filme de duendes legal.,VER JÁ FILME DUENDE LEGAL.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DUNA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dunaSm_Prog001.mp4,0.0,ne,DUNA,False,True,D,PLANTA/FLOR/NATUREZA,"Montes de areia, harmônicos e encadeados, arrumados pela própria natureza.",As dunas da Fortaleza são lindas.,LÁ FORTALEZA DUNA LIND@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DUPLA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duplaSm_Prog001.mp4,0.0,ne,DUPLA,False,True,D,NENHUM,Grupo de duas pessoas que atuam em comum.,Hoje tem prova de geografia em dupla.,HOJE PROVA GEOGRAFIA DUPLA.,NUM.,Nacional,,,,,,,,,,,,,,,
DURAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duracaoSm_Prog001.mp4,0.0,ne,DURAÇÃO,False,True,D,NENHUM,Espaço de tempo entre o início e o final de um acontecimento.,A duração da viagem para São Paulo é de seis horas.,VIAGEM LÁ SÃO-PAULO DURAÇÃO 6.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DURAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/durarSm_Prog001.mp4,0.0,ne,DURAR,False,True,D,NENHUM,Existir de maneira contínua; permanecer; persistir.,"Eu comprei o brinco de ouro na loja, é bom e dura muito.",L-O-J-A EU COMPRAR BRINCO O-U-R-O BO@ DURARmuit@.,VERBO,Nacional,,,,,,,,,,,,,,,
DUREX,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/durexSm_Prog001.mp4,0.0,ne,DUREX,False,True,D,NENHUM,"Fita adesiva, cujo nome é derivado do primeiro fabricante desse artigo; fita previamente gomada, usada para colar papel e outros materiais.","Por favor, pegue o durex no armário cinza.",POR-FAVOR DUREX PEGAR ARMÁRIO CINZA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DURO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duroSm_Prog001.mp4,0.0,ne,DURO,False,True,D,NENHUM,Resistente; sólido; o que não é macio nem flexível.,Meu colchão é muito duro.,ME@ COLCHÃO DUROmuito.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
DÚVIDA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duvidaSm_Prog001.mp4,0.0,ne,DÚVIDA,False,True,D,SENTIMENTOS,Incerteza; descrença.,Eu duvido que ele venha cedo para a reunião.,EU DUVIDAR EL@ VIR C-E-D-O REUNIÃO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
DUVIDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duvidarSm_Prog001.mp4,0.0,ne,DUVIDAR,False,True,D,NENHUM,Descrer; não estar convencido; levantar dúvidas; manter sob suspeita.,Você comprou um carro BMW? Eu duvido!,VOCÊ COMPRAR CARRO B-M-W? DÚVIDAR!,VERBO,Nacional,,,,,,,,,,,,,,,
DUZENTOS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duzentosSm_Prog001.mp4,0.0,ne,DUZENTOS,False,True,D,NUMERAL/DINHEIRO,Cardinal dos conjuntos equivalentes a um conjunto de duas centenas de membros.,Comprei uma bicicleta que custou duzentos reais.,EU COMPRAR BICICLETA DINHEIRO DUZENTOS.,NUM.,Nacional,,,,,,,,,,,,,,,
DÚZIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/duziaSm_Prog001.mp4,0.0,ne,DÚZIA,False,True,D,NUMERAL/DINHEIRO,"Conjunto de doze elementos, unidades, seres ou objetos da mesma natureza.",Já comprou uma dúzia de bananas?,JÁ COMPRAR BANANA 12?,NUM.,Nacional,,,,,,,,,,,,,,,
DVD,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/dvdSm_Prog001.mp4,0.0,ne,DVD,False,True,D,APARELHO/MÁQUINA,"Aparelho eletrônico capaz de reproduzir fitas gravadas com som e imagem, tais como filmes, shows, conferências e outros eventos.",Ganhei um DVD novo no sorteio.,EU GANHAR SORTEIO D-V-D NOV@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
E,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eSm_Prog001.mp4,0.0,ne,E,False,True,E,NENHUM,Sinal gráfico elementar com que se representam os vocábulos na língua escrita. Letra do alfabeto da língua portuguesa.,Meu nome começa com a letra E.,NOME ME@ COMEÇAR LETRA E.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EBULIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ebulicaoSm_Prog001.mp4,0.0,ne,EBULIÇÃO,False,True,E,NENHUM,"Fervura; transformação de um líquido em vapor, operada na própria massa líquida, sob a forma de bolhas.",A água ferveu e entrou em ebulição.,ÁGUA FERVER EBULIÇÃO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ECLIPSE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eclipseSm_Prog001.mp4,0.0,ne,ECLIPSE,False,True,E,PLANTA/FLOR/NATUREZA,"Ocultação transitória de um astro, pela interposição de outro corpo celeste entre ele e a Terra.",Eu nunca vi uma eclipse.,EU NUNCA-VI ECLIPSE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ECONOMIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/economiaSm_Prog001.mp4,0.0,ne,ECONOMIA,False,True,E,NUMERAL/DINHEIRO,"Ciência que trata dos fenômenos referentes à produção, circulação e consumo de bens.",Eu quero estudar na Faculdade de Economia.,EU QUERER ESTUDAR FACULDADE ECONOMIA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ECONOMIZAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/economizarSm_Prog001.mp4,0.0,ne,ECONOMIZAR,False,True,E,NENHUM,Gastar com moderação; poupar; deixar de gastar.,Este carro é movido a gás e assim economizo dinheiro.,EST@ CARRO G-Á-S EU ECONOMIZAR DINHEIRO.,VERBO,Nacional,,,,,,,,,,,,,,,
EDIFICAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/edificarSm_Prog001.mp4,0.0,ne,EDIFICAR,False,True,E,NENHUM,Construir; erguer; levantar.,Seu tio sabe edificar casas?,TI@ SE@ SABER EDIFICAR CASA?,VERBO,Nacional,,,,,,,,,,,,,,,
EDIFÍCIO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/edificiioSm_Prog001.mp4,0.0,ne,EDIFÍCIO,False,False,E,NENHUM,"Construção de pavimentos superpostos, geralmente de concreto armado e alvenaria, para fins residenciais, comerciais, industriais e outros; prédio.","Lá na cidade existem edifícios bonitos, todos com vidro.",LÁ CIDADE TER EDIFÍCIO BONIT@ TUDO VIDRO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EDITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/editarSm_Prog001.mp4,0.0,ne,EDITAR,False,True,E,NENHUM,"Publicar livros, músicas ou periódicos; editorar.",Ele editou vários livros.,EL@ EDITAR LIVRO VÁRIO+.,VERBO,Nacional,,,,,,,,,,,,,,,
EDUCAÇÃO FÍSICA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/educacao-fisicaSm_Prog001.mp4,0.0,ne,EDUCAÇÃO FÍSICA,False,False,E,ESPORTE/DIVERSÃO,"Conjunto de métodos e técnicas, que visa estimular o desenvolvimento harmonioso do corpo humano, por meio de exercícios e outras atividades físicas, como esportes, jogos e recreação.",A educação física é obrigatória nas escolas.,OBRIGATÓRIO ESCOLA TOD@ TER EDUCAÇÃO-FÍSICA,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EDUCAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/educacao1Sm_Prog001.mp4,0.0,ne,EDUCAÇÃO1,True,True,E,NENHUM,Conhecimento e prática dos usos e maneiras aceitos na vida em sociedade; civilidade; polidez.,"Você tem educação, não mexa no meu celular!",VOCÊ EDUCAÇÃO TER-NÃO MEXER ME@ CELULAR!,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EDUCAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/educacao2Sm_Prog001.mp4,0.0,ne,EDUCAÇÃO2,True,True,E,NENHUM,"Processo de desenvolvimento e aperfeiçoamento da capacidade física, intelectual e moral dos seres humanos em geral.","A educação aqui no Brasil está ruim, porisso as pessoas vão estudar em outro país.",EDUCAÇÃO BRASIL AQUI RUIM POR-ISSO PESSOA ESTUDAR PÁIS OUTR@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EDUCADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/educadoSm_Prog001.mp4,0.0,ne,EDUCADO,False,True,E,NENHUM,Aquele que recebeu educação; polido.,Eu gosto dele porque é muito educado.,EU GOSTAR EL@ PORQUE EL@ EDUCAD@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
EDUCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/educarSm_Prog001.mp4,0.0,ne,EDUCAR,False,True,E,NENHUM,Promover a educação; transmitir conhecimentos.,O professor educa bem as crianças.,PROFESSOR@ EDUCAR BEM CRIANÇA+.,VERBO,Nacional,,,,,,,,,,,,,,,
EFERVESCENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/efervescenteSm_Prog001.mp4,0.0,ne,EFERVESCENTE,False,True,E,MATÉRIA/SUBSTÂNCIA,"Característica da substância que libera gaz dentro de um líquido, de modo semelhante à fervura.",Ela tomou um comprimido efervescente de vitamina C.,VITAMINA C EFERVESCENTE EL@ TOMAR.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
EFETIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/efetivoSm_Prog001.mp4,0.0,ne,EFETIVO,False,True,E,NENHUM,Permanente; sem interrupção; definitivo.,Ela é funcionária efetiva há vinte anos.,EL@ FUNCIONÁRI@ EFETIVO 20 A-N-O.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
EGITO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/egitoSm_Prog001.mp4,0.0,ne,EGITO,False,True,E,PAÍS/ESTADO/CIDADE,"País da África, cuja capital é a cidade do Cairo. Outras cidades importantes: Alexandria, El Giza, Tanta, Port Said, El Mansura.",Ele mora no Egito.,EL@ MORAR EGITO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EGOÍSTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/egoistaSm_Prog001.mp4,0.0,ne,EGOÍSTA,False,True,E,NENHUM,Aquele que só se preocupa com os próprios interesses.,Ela é tão egoísta que não ofereceu um biscoito.,EL@ EGOÍSTAmuit@ BISCOITO OFERECER NÃO.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
EJACULAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ejaculacaoSm_Prog001.mp4,0.0,ne,EJACULAÇÃO,False,True,E,CORPO,A forte emissão de sêmen ou pólen; ato de ejacular.,Alguns homens têm problema de ejaculação.,HOMEM ALGUM PROBLEMA EJACULAÇÃO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EJACULAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ejacularSm_Prog001.mp4,0.0,ne,EJACULAR,False,True,E,NENHUM,Lançar de si; emitir sêmen ; produzir a ejaculação.,"Ele ejacula rápido, precisa de tratamento.",EL@ EJACULAR RÁPIDO PRECISAR TRATAMENTO.,VERBO,Nacional,,,,,,,,,,,,,,,
ELÁSTICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/elasticoSm_Prog001.mp4,0.0,ne,ELÁSTICO,False,True,E,MATÉRIA/SUBSTÂNCIA,"Cordão ou fio dotado de elasticidade, capaz de voltar à posição original depois de esticado.",O chefe mandou você comprar elástico.,CHEFE 1sMANDAR3s COMPRAR ELÁSTICO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ELE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eleSm_Prog001.mp4,0.0,ne,ELE,False,True,E,NENHUM,A pessoa de quem se fala.,Ele sempre se atrasa para a aula.,EL@ AULA ATRASAR SEMPRE.,PRONOME,Nacional,,,,,,,,,,,,,,,
ELE MESMO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ele_mesmoSm_Prog001.mp4,0.0,ne,ELE MESMO,False,True,E,NENHUM,"A própria pessoa se quem se fala, sem ajuda.",Esse bolo ele mesmo fez sozinho!,ESS@ BOLO EL@-MESM@ FAZER SOZINH@!,PRONOME,Nacional,,,,,,,,,,,,,,,
ELEFANTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/elefanteSm_Prog001.mp4,0.0,ne,ELEFANTE,False,True,E,ANIMAL/INSETO/PEIXE/AVE,"Grande mamífero, herbívoro, dotado de tromba.",Na África há muitos elefantes.,ÁFRICA LÁ MUIT@ ELEFANTE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ELEGANTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eleganteSm_Prog001.mp4,0.0,ne,ELEGANTE,False,True,E,NENHUM,Nobre; distinto; de porte e modos distintos.,Ela está sempre elegante.,EL@ SEMPRE ROUPA ELEGANTE.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ELEGER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/elegerSm_Prog001.mp4,0.0,ne,ELEGER,False,True,E,NENHUM,Escolher; nomear por votação.,No Brasil o povo elegeu o presidente Lula.,BRASIL POVO ELEGER PRESIDENTE LULA.,VERBO,Nacional,,,,,,,,,,,,,,,
ELEIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eleicaoSm_Prog001.mp4,0.0,ne,ELEIÇÃO,False,True,E,NENHUM,Processo de votação em os candidatos concorrem a um cargo ou função.,"É ruim a eleição no domingo, é melhor no sábado.",DOMINGO ELEIÇÃO RUIM MELHOR SÁBADO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ELETRICIDADE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eletricidadeSm_Prog001.mp4,0.0,ne,ELETRICIDADE,False,True,E,NENHUM,Forma de energia gerada pela atração e repulsão de partículas de carga positiva e negativa.,As pessoas que moram no interior não contam com a eletricidade.,PESSOA MORAR INTERIOR TER-NÃO ELETRICIDADE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ELETRICISTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eletricistaSm_Prog001.mp4,0.0,ne,ELETRICISTA,False,True,E,PROFISSÃO/TRABALHO,"Aquele que desempenha a profissão qualificada de instalar e reparar condutores, acessórios e pequenos equipamentos elétricos.",Minha geladeira quebrou e eu chamei o eletricista.,GELADEIRA ME@ QUEBRAR EU CHAMAR ELETRICISTA CONSERTAR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ELÉTRICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eletricoSm_Prog001.mp4,0.0,ne,ELÉTRICO,False,True,E,NENHUM,Portador de eletricidade; produto da eletricidade.,Eu quero comprar uma churrasqueira elétrica.,EU QUERER COMPRAR CHURRASQUEIRA ELÉTRIC@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ELETRODOMÉSTICOS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eletrodomesticosSm_Prog001.mp4,0.0,ne,ELETRODOMÉSTICOS,False,True,E,APARELHO/MÁQUINA,"Aparelhos usados como auxiliares das tarefas domésticas, como o liquidificador, o aspirador de pó, a batedeira de bolo e outros.","No meu casamento, eu ganhei muitos eletrodomésticos.",CASAMENTO EU GANHAR ELETRODOMÉSTICO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ELEVADOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/elevadorSm_Prog001.mp4,0.0,ne,ELEVADOR,False,True,E,APARELHO/MÁQUINA,Equipamento que transporta passageiros e cargas entre os diversos andares de um edifício; ascensor.,O elevador do meu edifício sempre tem defeito.,EDIFÍCIO ME@ ELEVADOR SEMPRE DEFEITO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ELIMINAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/eliminarSm_Prog001.mp4,0.0,ne,ELIMINAR,False,True,E,NENHUM,Fazer desaparecer; suprimir.,"El@ é diabético, precisa eliminar o açúcar.",El@ DIABÉTICO PRECISAR ELIMINAR AÇÚCAR.,VERBO,Nacional,,,,,,,,,,,,,,,
EM CIMA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/em-cimaSm_Prog001.mp4,0.0,ne,EM CIMA,False,False,E,NENHUM,Sobre; no lado de cima; na face superior.,Os livros estão em cima do armário.,LIVRO ARMÁRIO EM-CIMA.,PREP.,Nacional,,,,,,,,,,,,,,,
EM PÉ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/em-peSm_Prog001.mp4,0.0,ne,EM PÉ,False,False,E,NENHUM,"Manter o corpo na posição vertical, apoiado sobre os pés.","Eu fiquei uma hora em pé, na fila do Banco.",BANCO FILA 1-HORA PÉ.,PREP.,Nacional,,,,,,,,,,,,,,,
EM VOLTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/em-voltaSm_Prog001.mp4,0.0,ne,EM VOLTA,False,False,E,NENHUM,Ao redor; em torno; rodeando.,Em volta da casa há muitas árvores.,CASA EM VOLTA ÁRVORE+,PREP.,Nacional,,,,,,,,,,,,,,,
EMA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/emaSm_Prog001.mp4,0.0,ne,EMA,False,True,E,ANIMAL/INSETO/PEIXE/AVE,grande ave corredora,Ele tem quatros emas em casa.,FAZENDA DEL@ TER E-M-A.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EMAGRECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/emagrecerSm_Prog001.mp4,0.0,ne,EMAGRECER,False,True,E,CORPO,Perder peso; definhar; emagrar.,Você quer emagrecer? Evite os doces.,VOCÊ QUER EMAGRECER? DOCE EVITAR.,VERBO,Nacional,,,,,,,,,,,,,,,
EMAGRECIMENTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/emagrecimentoSm_Prog001.mp4,0.0,ne,EMAGRECIMENTO,False,True,E,CORPO,Perda de peso; ato de emagrecer.,"Eu quero comprar remédio para emagrecimento, mas o médico não deixa.",EU QUERER COMPRAR REMÉDIO EMAGRECIMENTO MAS MÉDICO DEIXAR-NÃO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EMBAÇAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/embacarSm_Prog001.mp4,0.0,ne,EMBAÇAR,False,True,E,NENHUM,Perder a transparência ou a luminosidade; tornar-se opaco.,Eu entrei na sauna mas meus óculos embaçaram.,SAUNA EU ENTRAR ÓCULOS ME@ EMBAÇAR.,VERBO,Nacional,,,,,,,,,,,,,,,
EMBAIXADA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/embaixada1Sm_Prog001.mp4,0.0,ne,EMBAIXADA1,True,True,E,NENHUM,Sede da representação diplomática de um país junto a um governo ou soberano.,Eu preciso ir à Embaixada da França tirar o visto.,PRECISAR IR EMBAIXADA VISTO FRANÇA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EMBAIXADA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/embaixada2Sm_Prog001.mp4,0.0,ne,EMBAIXADA2,True,True,E,ESPORTE/DIVERSÃO,"Ação individual, na qual o jogador toca a bola, repetidas vezes e sem deixar cair, com o pé, a cabeça, o joelho, o peito ou a coxa.",Meu filho consegue fazer 150 embaixadas.,FILH@ ME@ CONSEGUIR EMBAIXADA 150.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
EMBAIXO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/embaixo1Sm_Prog001.mp4,0.0,ne,EMBAIXO1,True,True,E,NENHUM,Em plano inferior; abaixo de algo ou de alguém.,O sapato está embaixo da cama.,SAPATO CAMA EMBAIXO.,ADV.,Nacional,,,,,,,,,,,,,,,
EMBAIXO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/embaixo2Sm_Prog001.mp4,0.0,ne,EMBAIXO2,True,True,E,NENHUM,"Em um ponto, local ou plano inferior.","A diretoria está chamando você lá embaixo, para conversar.",DIRETOR@ EMBAIXO 3sCHAMAR2s VOCÊ CONVERSAR.,ADV.,Nacional,,,,,,,,,,,,,,,
