Word,category,example_pt,example_libras,video_url,hand_gesture
Distrito Federal,"Lugares, Cidades e Países",O Distrito Federal é o menor estado do Brasil.,DISTRITO FEDERAL ESTADO PEQUENO BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01021-distrito-federal.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg
Elevador,"Lugares, Cidades e Países",No meu prédio tem um elevador muito antigo.,ELEVADOR PREDIO MEU ANTIGO-MEU,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/692-elevador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Endereço,"Lugares, Cidades e Países",Não sei qual o endereço dele.,SEU ENDEREÇO QUAL?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01022-endereco.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Equador,"Lugares, Cidades e Países",O Equador fica na América do Sul.,EQUADOR ESTÁ AMÉRICA-DO-SUL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01023-equador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Escócia,"Lugares, Cidades e Países","Flautista fica na Escócia, na Europa.",ESCÓCIA ESTÁ EUROPA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01024-escocia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg
Espanha,"Lugares, Cidades e Países",A Espanha é um país bonito.,ESPANHA PÁIS LINDO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01025-espanha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg
Espírito Santo,"Lugares, Cidades e Países",O Espírito Santo é um estado litorâneo.,ESPÍRITO-SANTO TEM PRAIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01026-espirito-santo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Estados Unidos,"Lugares, Cidades e Países",O Estados Unidos é o maior país da América.,,Not Available,
Europa,"Lugares, Cidades e Países",Tenho vontade de conhecer os países da Europa.,EU VONTADE CONHECER PAÍSES EUROPA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01028-europa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/71.jpg
Farmácia,"Lugares, Cidades e Países",Preciso ir à farmácia comprar os remédios.,,Not Available,
Finlândia,"Lugares, Cidades e Países",Finlândia fica na Europa.,FINLÂNDIA PAÍS ESTÁ EUROPA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01029-finlandia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg
Florianópolis,"Lugares, Cidades e Países",Meu irmão se mudou para Florianópolis,MEU IRMÃO MUDAR FLORIANÓPOLIS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01030-florianopolis.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Fortaleza,"Lugares, Cidades e Países",Tenho vontade de ir com a minha esposa em Fortaleza.,EU JUNTO MINHA ESPOSA VIAJAR FORTALEZA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01031-fortaleza.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/28.jpg
França,"Lugares, Cidades e Países",A França é muito bonita.,VOCÊ FRANÇA IR JÁ?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01032-fran%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg
Garagem,"Lugares, Cidades e Países","Não se preocupe, cabem dois carros na garagem.",VOCE TRANQUILO GARAGEM MINHA CAPAZ CARRO SEU,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01476-Garagem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Goiânia,"Lugares, Cidades e Países",Ano passado visitei Goiânia.,,Not Available,
Goiás,"Lugares, Cidades e Países",Não sei para qual cidade de Goiás a minha tia viajou.,MINHA TIA VIAJAR GOIÁS. CIDADE NÃO SEI.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01033-goias.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/60.jpg
Grécia,"Lugares, Cidades e Países",Nunca fui na Grécia.,EU GRECIA IR NUNCA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01034-grecia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg
Índia,"Lugares, Cidades e Países",A Índia tem a cultura de encantamento de serpentes.,INDIA PAIS ENCANTADOR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01035-india.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/56.jpg
Inglaterra,"Lugares, Cidades e Países",A Inglaterra é um país muito tradicional.,INGLATERRA TEM TRADIÇAO-MUITA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01036-inglaterra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg
Israel,"Lugares, Cidades e Países",Tenho muita vontade de conhecer Israel.,EU VONTADE CONHECER ISRAEL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01037-israel.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Itália,"Lugares, Cidades e Países",A pizza da Itália é deliciosa.,PIZZA ITALIA DELICIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01038-italia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/44.jpg
Japão,"Lugares, Cidades e Países",Estou juntando dinheiro para ir ao Japão.,EU GUARDAR DINHEIRO FUTURO VIAJAR JAPAO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01039-japao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
João Pessoa,"Lugares, Cidades e Países",As praias de João Pessoa são ótimas!,CIDADE JOAO-PESSOA TEM PRAIAS OTIMO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01040-joao-pessoa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg
Lanchonete,"Lugares, Cidades e Países",Há duas lanchonetes na rodoviária.,,Not Available,
Local,"Lugares, Cidades e Países",Ainda não divulguei o local do minicurso.,,Not Available,
Macapá,"Lugares, Cidades e Países",O céu de Macapá é lindo.,,Not Available,
Maceió,"Lugares, Cidades e Países",Já viajei ontem para Maceió.,ONTEM EU VIAJAR MACEIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1235-maceio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/39.jpg
Manaus,"Lugares, Cidades e Países",Manaus é a capital do Amazonas.,MANAUS CAPITAL AMAZONAS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1236-manaus.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Maranhão,"Lugares, Cidades e Países",São Luís é a capital do Maranhão.,SAO-LUIS CAPITAL MARANHAO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1237-maranh%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/77.jpg
Mato Grosso,"Lugares, Cidades e Países",Cuiabá é a capital do Mato Grosso.,CUIABA CAPITAL MATO-GROSSO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1238-matogrosso.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/76.jpg
Mato Grosso do Sul,"Lugares, Cidades e Países",Campo Grande é a capital do Mato Grosso do Sul.,CAMPO-GRANDE CAPITAL MATO-GROSSO-DO-SUL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1239-matogrossodosul.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Meio,"Lugares, Cidades e Países",A professora gosta de dar aula no meio da sala.,,Not Available,
México,"Lugares, Cidades e Países",Adoro a comida do México.,EU ADORAR COMIDA MEXICO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1240-mexico.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg
Minas Gerais,"Lugares, Cidades e Países",Nasci em Minas Gerais.,EU NASCI MINAS-GERAIS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1241-minasgerais.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Museu,"Lugares, Cidades e Países",Há muitos museus interessantes em São Paulo.,,Not Available,
Natal (Cidade),"Lugares, Cidades e Países",Natal é a capital do Rio Grande do Norte.,NATAL CAPITAL RIO-GRANDE-DO-NORTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1242-natalcidade.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Padaria,"Lugares, Cidades e Países",Todos os dias pela manhã ela vai à padaria.,,Not Available,
País,"Lugares, Cidades e Países",Nasci neste país.,VOCE NASCER PAIS QUAL?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1244-pa%C3%ADs.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Países,"Lugares, Cidades e Países",Quero passear em vários países.,EU QUERER VISITAR MUITOS PAISES.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1245-pa%C3%ADses.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Pará,"Lugares, Cidades e Países",Fui na lua de mel no Pará.,EU PARA IR LUA-DE-MEL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1247-par%C3%A1.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Paraguai,"Lugares, Cidades e Países",Fui no Paraguai e comprei muitas coisas.,EU COMPRAR-MUITO PARAGUAI.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1248-paraguai.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Paraíba,"Lugares, Cidades e Países",Minha prima mora na Paraíba.,MEUS PRIMOS MORAR PARAIBA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1249-paraiba.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Paraná,"Lugares, Cidades e Países",Nunca fui ao Paraná.,EU NUNCA IR PARANA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1250-parana.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Parque,"Lugares, Cidades e Países",Peguei o cachorro para passear junto comigo no parque.,EU PASSEAR CACHORRO PARQUE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1217-parque.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Pernambuco,"Lugares, Cidades e Países",Meu amigo estuda na faculdade em Pernambuco.,MEU AMIGO ESTUDAR UNIVERSIDADE PERNAMBUCO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1251-pernanbuco.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Peru,"Lugares, Cidades e Países",A montanha Machu Picchu fica no Peru.,MACHU PICCHU ESTAR PAIS PERU.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1252-per%C3%BA.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Piauí,"Lugares, Cidades e Países",A minha tia mora em Piauí.,MINHA TIA MORAR ESTADO PIAUÍ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1253-piaui.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Porto Velho,"Lugares, Cidades e Países",Tem muitos rios em Porto Velho.,PORTO VELHO TER RIO MUITOS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1254-portovelho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Portugal,"Lugares, Cidades e Países",Portugal foi o país que colonizou o Brasil.,PORTUGAL COLONIZAR BRASIL PASSADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1255-portugal.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Posto De Gasolina,"Lugares, Cidades e Países",Tem um posto de gasolina perto da minha casa.,,Not Available,
Prisão,"Lugares, Cidades e Países",É ruim morar em uma prisão.,PRISAO MORAR RUIM.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1281-prisao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Quarto,"Lugares, Cidades e Países",Você pode dormir nesse quarto.,VOCE PODER DORMIR QUARTO ESTE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01494-Quarto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Recife,"Lugares, Cidades e Países",Amo viajar para Recife.,VIAJAR RECIFE VAMOS?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1256-recife.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Região,"Lugares, Cidades e Países","Moro no Brasil, na região Sudeste.",VOCE MORAR QUAL REGIAO?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1257-regiao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Região Centro Oeste,"Lugares, Cidades e Países",A região Centro Oeste engloba três estados e mais o Distrito Federal.,REGIAO CENTRO-OESTE TER TRES ESTADOS JUNTO DISTRITO FEDERAL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1258-regiaocentroOeste.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg
Região Nordeste,"Lugares, Cidades e Países",A região Nordeste é muito quente.,CALOR-MUITO REGIAO NORDESTE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1259-regiaonordeste.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Região Norte,"Lugares, Cidades e Países",Moro na região Norte.,EU MORAR REGIAO NORTE BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1260-regiaoNorte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Região Sudeste,"Lugares, Cidades e Países",Os meus pais moram na região Sudeste.,MEUS PAIS MORAR REGIAO SUDESTE BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1261-regiaosudeste.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Região Sul,"Lugares, Cidades e Países","No Brasil, a região Sul é muito fria.",REGIAO SUL FRIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1262-regiaosul.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Restaurante,"Lugares, Cidades e Países",Aquele restaurante é excelente!,,Not Available,
Rio de Janeiro,"Lugares, Cidades e Países",A cidade do Rio de Janeiro é bonita.,RIO DE JANEIRO LINDO SEMPRE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1263-riodejaneiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Rio Grande do Sul,"Lugares, Cidades e Países",Quero conhecer a cidade do Rio Grande do Sul.,EU QUERER CONHECER RIO GRANDE DO SUL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1264-riograndedosul.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Roraima,"Lugares, Cidades e Países",O estado de Roraima fica no nordeste.,RORAIMA ESTA NORTE BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1267-roraima.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/22.jpg
Rússia,"Lugares, Cidades e Países",A Rússia é o maior país do mundo.,RUSSIA PAIS MAIOR MUNDO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1268-russia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/22.jpg
Sala,"Lugares, Cidades e Países","Espera na sala, que eu estou atrasado.",VOCE PODER ESPERAR EU SALA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01498-Sala.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Salvador,"Lugares, Cidades e Países",O melhor carnaval do Brasil é em Salvador.,SALVADOR COMEMORAR MELHOR CARNAVAL MUNDO TODO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1269-salvador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Santa Catarina,"Lugares, Cidades e Países",O estado de Santa Catarina é no sul do Brasil.,SANTA CATARINA ESTADO ESTAR SUL BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1270-santacatarina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
São Paulo,"Lugares, Cidades e Países",São Paulo é a cidade que tem a maior população.,SAO PAULO CIDADE MAIOR POPULAÇAO BRASIL TODO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1271-saopaulo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Sergipe,"Lugares, Cidades e Países",Sergipe fica na região noroeste.,SERGIPE ESTAR NORDESTE BRASIL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1272-sergipe.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Suécia,"Lugares, Cidades e Países",Meu pai mora na Suécia.,MEU PAI MORAR SUECIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1273-suecia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Suíça,"Lugares, Cidades e Países",O queijo é mais famoso na Suíça.,QUEIJO SUIÇA FAMOSO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1274-su%C3%AD%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg
Supermercado,"Lugares, Cidades e Países",Irei ao supermercado comprar biscoitos.,,Not Available,
Tocantins,"Lugares, Cidades e Países",Tocantins é perto da Bahia.,TOCANTINS PERTO BAHIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1275-tocantins.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Uruguai,"Lugares, Cidades e Países",O Uruguai tem várias praias bonitas.,URUGUAI TER PRAIA BONITA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1276-uruguai.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Venezuela,"Lugares, Cidades e Países",A Venezuela fica na América do Sul.,VENEZUELA ESTAR AMERICA DO SUL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1277-venezuela.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Viçosa,"Lugares, Cidades e Países",Moro em Viçosa.,EU VIÇOSA MORAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1278-vi%C3%A7osa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Vitória (Cidade),"Lugares, Cidades e Países",Os meus pais casaram em Vitória/ES.,MEUS PAIS CASAR VITORIA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1279-vitoria.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Avião,Meios de Transporte,Nunca andei de avião.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01536-Avi%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Barco,Meios de Transporte,Amo passear de barco.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01537-Barco.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Bicicleta,Meios de Transporte,Eu adoro passear de bicicleta,EU ADORAR BICICLETA PASSEAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01123-bicicleta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Caminhão,Meios de Transporte,Passa muito caminhão na avenida.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01538-Caminh%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Carro,Meios de Transporte,Minha mãe comprou um carro novo.,MINHA MÃE COMPRAR CARRO NOVO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01124-carro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Combustível,Meios de Transporte,"Guardei o carro na garagem, combustível ta caro!",PRECISA PARAR CARRO. COMBUSTIVEL DIMINUIR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1293-combustivel.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Helicóptero,Meios de Transporte,O meu sonho é andar de helicóptero.,EU SONHO HELICÓPTERO VIAJAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01540-Helicoptero.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Jet Ski,Meios de Transporte,Andar de jet ski é muito divertido.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01541-Jet-ski.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Meios de Transporte,Meios de Transporte,"Tem vários meios de transporte, porém uso mais ônibus.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01542-Meios-de-transporte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Metrô,Meios de Transporte,De metrô é mais rápido do que de ônibus.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01543-Metr%C3%B4.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Moto,Meios de Transporte,Quero comprar uma moto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01544-Moto.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Navio,Meios de Transporte,Foi para a Argentina de navio.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01545-Navio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Ônibus,Meios de Transporte,É melhor pegar o ônibus para ir para a escola.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01546-Onibus.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Ponte,Meios de Transporte,Na cidade tem muitas pontes.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01547-Ponte.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Rodoviária,Meios de Transporte,Estou na rodoviária para pegar o ônibus.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01548-Rodoviaria.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/22.jpg
Táxi,Meios de Transporte,"Se ficar bêbado, o melhor é pegar um táxi.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01549-Taxi.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Trem,Meios de Transporte,Melhor viajar de trem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01550-Trem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/25.jpg
Acetona,Natureza,Preciso de acetona para passar nas minhas unhas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/acetona.mp4,
Agricultura,Natureza,A agricultura é importante para o Brasil.,AGRICULTURA IMPORTANTE-MUITO BRASIL,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1401-agricultura.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg
Água,Natureza,Estou cansado. Preciso tomar água.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/agua.mp4,
Álcool,Natureza,Preciso de álcool para colocar fogo no carvão.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alcool.mp4,
Algodão,Natureza,É muito difícil colher algodão.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/algod%C3%A3o.mp4,
Ar,Natureza,Em várias cidades o ar está poluído.,CIDADE AR POLUIDO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1284-ar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Areia,Natureza,Em Cabo Frio a areia da praia é branca.,AREIA PRAIA CABO FRIO BRANCA-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1285-areia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Árvore,Natureza,Cuidar dos rios é importante para as árvores.,ARVORES IMPORTANTE PORQUE PRESERVAR RIO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1308-arvore.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
